BasicDemographicsExtractor__if_female_bool,BasicDemographicsExtractor__marital_status_cat_widowed,BasicDemographicsExtractor__age^2,BasicDemographicsExtractor__age^3,BasicDemographicsExtractor__age,BasicDemographicsExtractor__tabak_age,BasicDemographicsExtractor__marital_status_cat_married
1,0,1156,39304,34,0,1
